Latin	Latin	probability
<#_d	<#_d	1.0
<#_a	<#_a	1.0
#>	ɛ_#>	1.0
m	m	0.8
kʷ	k	0.75
ɫ	l	0.744
ˈaː	æɛ̯	0.727
p	p	0.725
w	v	0.724
b	b	0.72
lʲ_i	j	0.714
oː	-	0.692
ɪ	-	0.667
ŋ	-	0.625
t	-	0.614
ˈau̯	-	0.6
kː	ʃ	0.6
aː	-	0.571
a	a	0.533
ˈɔ_k	øʏ̯	0.5
ˈɔ_k	j	0.5
ˈuː	y	0.5
ˈa	a	0.5
ʊ	u	0.5
ʊ	-	0.5
s_ˈa	s_a	0.5
s_ˈa	s	0.5
i_ãː_#>	ɲ_#>	0.5
i_ãː_#>	#>	0.5
<#	<#_ɑɔ̯	0.5
<#	<#_l	0.5
d	-	0.478
ˈɪ	ɛ	0.462
ˈiː	ɪ	0.455
ɛ	œ	0.455
aː	a	0.429
ɔ	ɔ	0.417
ɔ	-	0.417
ˈʊ	u	0.412
ˈiː	i	0.409
ˈau̯	oʊ̯	0.4
kː	k	0.4
ɡ	ʒ	0.385
ˈa	æɛ̯	0.375
ŋ	ẽɪ̯̃	0.375
k	ʃ	0.37
s	-	0.368
ˈoː	aœ̯	0.364
ˈeː	w	0.357
ˈɔ	ɑɔ̯	0.348
t	t	0.341
s	e	0.316
ɡ	ɡ	0.308
ˈeː	-	0.286
lʲ_i	s	0.286
n	n	0.278
n	-	0.278
ˈoː	-	0.273
ˈaː	e	0.273
ɛ	ɛ	0.273
ɛ	-	0.273
a	æɛ̯	0.267
ˈuː	ɥ	0.25
kʷ	s	0.25
ˈɛ	ɛ	0.238
ˈɛ	æɛ̯	0.238
ˈʊ	-	0.235
ˈɪ	w	0.231
ɡ	-	0.231
ɪ	ɛ	0.222
ˈɔ	ɔ	0.217
k	-	0.217
ˈeː	w_ɛ	0.214
s	s	0.211
p	-	0.2
m	-	0.2
b	-	0.2
a	-	0.2
ˈɛ	j	0.19
ˈoː	ɒ̃ʊ̯̃	0.182
ˈoː	u	0.182
ɫ	-	0.179
ˈʊ	ʊ	0.176
ˈʊ	w	0.176
ˈɔ	ɥ	0.174
ˈɔ	-	0.174
k	s	0.174
d	ʣ	0.174
d	ʒ	0.174
d	d	0.174
ɔ	u	0.167
n	ɒ̃ʊ̯̃	0.167
n	ã	0.167
ˈɪ	ã	0.154
ˈɪ	-	0.154
oː	ɔ	0.154
oː	œ	0.154
ˈuː	ʏ	0.15
ˈɛ	i	0.143
ˈeː	ɛ	0.143
ˈiː	-	0.136
ˈa	ã	0.125
ɪ	w	0.111
n	ẽɪ̯̃	0.111
s	ɛ	0.105
ˈuː	-	0.1
ˈɛ	ã	0.095
ˈɛ	-	0.095
ˈɔ	œ	0.087
b	v	0.08
ɫ	j	0.077
ɡ	ɛ	0.077
p	v	0.075
w	w	0.069
w	v_w	0.069
w	i	0.069
w	-	0.069
k	ɡ	0.065
