l1	phone_l1	l2	phone_l2	surprisal
Aromanian	('v',)	Campidanese	-	3.27
Aromanian	('w',)	Campidanese	u	2.749
Aromanian	('w',)	Campidanese	a	2.953
Aromanian	('z',)	Campidanese	-	3.327
Aromanian	('ç',)	Campidanese	f	1.732
Aromanian	('ŋ',)	Campidanese	-	3.62
Aromanian	('ŋ',)	Campidanese	ŋ	3.712
Aromanian	('ə',)	Campidanese	a	0.906
Aromanian	('ə',)	Campidanese	-	3.254
Aromanian	('ɡ',)	Campidanese	b	2.275
Aromanian	('ɡ',)	Campidanese	ɡ	3.29
Aromanian	('ɨ',)	Campidanese	ˈe	3.864
Aromanian	('ɨ',)	Campidanese	ʒ	5.156
Aromanian	('ɲ',)	Campidanese	m	1.96
Aromanian	('ɲ',)	Campidanese	ɣ	4.106
Aromanian	('ʃ',)	Campidanese	s	1.528
Aromanian	('ʃ',)	Campidanese	ʒ	4.591
Aromanian	('ʎ',)	Campidanese	j	2.447
Aromanian	('ʎ',)	Campidanese	ʣ	2.978
Aromanian	('ʣ',)	Campidanese	d	2.635
Aromanian	('ʣ',)	Campidanese	ʣ	4.293
Aromanian	('ʤ',)	Campidanese	ʤ	3.794
Aromanian	('ʤ',)	Campidanese	ɡ	4.053
Aromanian	('ʦ',)	Campidanese	ʧ	2.535
Aromanian	('ʦ',)	Campidanese	ʒ	3.09
Aromanian	('ʧ',)	Campidanese	k	3.09
Aromanian	('ʧ',)	Campidanese	-	4.127
Aromanian	('ˈa',)	Campidanese	ˈa	1.1
Aromanian	('ˈa',)	Campidanese	ˈe	2.814
Aromanian	('ˈe',)	Campidanese	ˈe	1.365
Aromanian	('ˈe',)	Campidanese	ˈi	2.556
Aromanian	('ˈi',)	Campidanese	ˈi	1.316
Aromanian	('ˈi',)	Campidanese	ˈe	3.379
Aromanian	('ˈo',)	Campidanese	ˈo	1.062
Aromanian	('ˈo',)	Campidanese	e	3.667
Aromanian	('ˈu',)	Campidanese	ˈu	1.63
Aromanian	('ˈu',)	Campidanese	ˈo	2.029
Aromanian	('ˈə',)	Campidanese	a	3.327
Aromanian	('ˈɨ',)	Campidanese	ˈa	1.565
Aromanian	('ˈɨ',)	Campidanese	ˈo	4.358
Aromanian	('-',)	Catalan	ʒ	4.75
Aromanian	('-',)	Catalan	ʣ	4.75
Aromanian	('a',)	Catalan	ə	2.434
Aromanian	('a',)	Catalan	-	3.888
Aromanian	('b',)	Catalan	b	2.083
Aromanian	('b',)	Catalan	β	3.416
Aromanian	('d',)	Catalan	d	1.56
Aromanian	('d',)	Catalan	-	3.486
Aromanian	('e',)	Catalan	-	2.55
Aromanian	('e',)	Catalan	l	2.97
Aromanian	('e̯a',)	Catalan	-	2.576
Aromanian	('e̯ˈa',)	Catalan	ˈe	1.55
Aromanian	('e̯ˈa',)	Catalan	ˈɛ	2.225
Aromanian	('f',)	Catalan	f	1.518
Aromanian	('f',)	Catalan	ʒ	4.602
Aromanian	('i',)	Catalan	-	1.283
Aromanian	('i',)	Catalan	ə	2.038
Aromanian	('j',)	Catalan	-	3.242
Aromanian	('j',)	Catalan	b	3.281
Aromanian	('k',)	Catalan	k	1.081
Aromanian	('k',)	Catalan	-	2.925
Aromanian	('l',)	Catalan	ʎ	1.317
Aromanian	('l',)	Catalan	l	2.029
Aromanian	('m',)	Catalan	m	1.263
Aromanian	('m',)	Catalan	-	3.385
Aromanian	('n',)	Catalan	n	1.102
Aromanian	('n',)	Catalan	-	2.129
Aromanian	('o',)	Catalan	ʒ	4.75
Aromanian	('o',)	Catalan	ʣ	4.75
Aromanian	('o̯ˈa',)	Catalan	ˈu	2.332
Aromanian	('o̯ˈa',)	Catalan	ˈɔ	2.377
Aromanian	('p',)	Catalan	p	1.335
Aromanian	('p',)	Catalan	-	2.823
Aromanian	('r',)	Catalan	ɾ	1.87
Aromanian	('r',)	Catalan	r	2.024
Aromanian	('s',)	Catalan	s	0.753
Aromanian	('s',)	Catalan	-	4.804
Aromanian	('t',)	Catalan	t	1.335
Aromanian	('t',)	Catalan	-	2.259
Aromanian	('u',)	Catalan	-	1.065
Aromanian	('u',)	Catalan	ə	2.882
Aromanian	('v',)	Catalan	b	1.92
Aromanian	('v',)	Catalan	-	4.081
Aromanian	('w',)	Catalan	w	2.343
Aromanian	('w',)	Catalan	-	3.129
Aromanian	('z',)	Catalan	-	3.663
Aromanian	('z',)	Catalan	ʒ	5.214
Aromanian	('ç',)	Catalan	f	1.628
Aromanian	('ŋ',)	Catalan	-	3.6
Aromanian	('ŋ',)	Catalan	ŋ	3.859
Aromanian	('ə',)	Catalan	ə	0.688
Aromanian	('ə',)	Catalan	-	2.549
Aromanian	('ɡ',)	Catalan	ɡ	2.737
Aromanian	('ɡ',)	Catalan	b	3.038
Aromanian	('ɨ',)	Catalan	ʒ	4.75
Aromanian	('ɨ',)	Catalan	ʣ	4.75
Aromanian	('ɲ',)	Catalan	m	1.736
Aromanian	('ɲ',)	Catalan	ɲ	4.411
Aromanian	('ʃ',)	Catalan	s	2.844
Aromanian	('ʃ',)	Catalan	ɾ	3.016
Aromanian	('ʎ',)	Catalan	ʎ	1.188
Aromanian	('ʎ',)	Catalan	l	3.45
Aromanian	('ʣ',)	Catalan	-	2.369
Aromanian	('ʣ',)	Catalan	d	2.486
Aromanian	('ʤ',)	Catalan	ʒ	2.178
Aromanian	('ʤ',)	Catalan	j	4.129
Aromanian	('ʦ',)	Catalan	-	2.224
Aromanian	('ʦ',)	Catalan	s	2.316
Aromanian	('ʧ',)	Catalan	s	2.891
Aromanian	('ʧ',)	Catalan	-	5.226
Aromanian	('ˈa',)	Catalan	ˈa	1.276
Aromanian	('ˈa',)	Catalan	ˈɛ	2.728
Aromanian	('ˈe',)	Catalan	ˈɛ	1.877
Aromanian	('ˈe',)	Catalan	ˈe	2.182
Aromanian	('ˈi',)	Catalan	ˈi	1.504
Aromanian	('ˈi',)	Catalan	ˈe	2.771
Aromanian	('ˈo',)	Catalan	ˈɔ	1.299
Aromanian	('ˈo',)	Catalan	ˈu	3.68
Aromanian	('ˈu',)	Catalan	ˈu	2.286
Aromanian	('ˈu',)	Catalan	ˈɔ	2.328
Aromanian	('ˈə',)	Catalan	ˈi	3.468
Aromanian	('ˈə',)	Catalan	ə	3.726
Aromanian	('ˈɨ',)	Catalan	ˈa	1.484
Aromanian	('ˈɨ',)	Catalan	ʎ	3.953
Aromanian	('-',)	Corsican	ʒ	4.752
Aromanian	('-',)	Corsican	ʣ	4.752
Aromanian	('a',)	Corsican	a	2.995
Aromanian	('a',)	Corsican	-	3.166
Aromanian	('b',)	Corsican	b	1.667
Aromanian	('b',)	Corsican	v	3.569
Aromanian	('d',)	Corsican	d	1.134
Aromanian	('e',)	Corsican	e	1.969
Aromanian	('e',)	Corsican	-	3.857
Aromanian	('e̯a',)	Corsican	-	2.929
Aromanian	('e̯ˈa',)	Corsican	ˈɛ	1.539
Aromanian	('e̯ˈa',)	Corsican	ˈe	2.969
Aromanian	('f',)	Corsican	f	1.454
Aromanian	('f',)	Corsican	t	4.337
Aromanian	('i',)	Corsican	e	1.425
Aromanian	('i',)	Corsican	i	2.984
Aromanian	('j',)	Corsican	v	2.165
Aromanian	('j',)	Corsican	j	3.323
Aromanian	('k',)	Corsican	k	1.031
Aromanian	('k',)	Corsican	-	2.586
Aromanian	('l',)	Corsican	l	0.978
Aromanian	('l',)	Corsican	j	3.239
Aromanian	('m',)	Corsican	m	1.145
Aromanian	('m',)	Corsican	n	3.436
Aromanian	('n',)	Corsican	n	0.691
Aromanian	('n',)	Corsican	-	3.012
Aromanian	('o',)	Corsican	ʒ	4.752
Aromanian	('o',)	Corsican	ʣ	4.752
Aromanian	('o̯ˈa',)	Corsican	ˈɔ	1.975
Aromanian	('o̯ˈa',)	Corsican	ˈo	3.21
Aromanian	('p',)	Corsican	p	1.28
Aromanian	('p',)	Corsican	t	2.686
Aromanian	('r',)	Corsican	r	0.836
Aromanian	('r',)	Corsican	l	2.669
Aromanian	('s',)	Corsican	s	0.879
Aromanian	('s',)	Corsican	ʃ	3.974
Aromanian	('t',)	Corsican	t	0.66
Aromanian	('t',)	Corsican	ʃ	5.115
Aromanian	('u',)	Corsican	u	0.894
Aromanian	('u',)	Corsican	o	3.534
Aromanian	('v',)	Corsican	v	1.889
Aromanian	('v',)	Corsican	-	3.884
Aromanian	('w',)	Corsican	v	2.224
Aromanian	('w',)	Corsican	-	4.487
Aromanian	('ç',)	Corsican	f	1.611
Aromanian	('ŋ',)	Corsican	-	2.854
Aromanian	('ŋ',)	Corsican	ŋ	4.325
Aromanian	('ə',)	Corsican	a	0.863
Aromanian	('ə',)	Corsican	e	2.881
Aromanian	('ɡ',)	Corsican	-	3.115
Aromanian	('ɡ',)	Corsican	ɟ	3.319
Aromanian	('ɨ',)	Corsican	ˈɛ	3.967
Aromanian	('ɨ',)	Corsican	ˈa	3.967
Aromanian	('ɲ',)	Corsican	m	1.984
Aromanian	('ɲ',)	Corsican	ɲ	3.737
Aromanian	('ʃ',)	Corsican	s	2.487
Aromanian	('ʃ',)	Corsican	ʒ	3.716
Aromanian	('ʎ',)	Corsican	c	1.804
Aromanian	('ʎ',)	Corsican	ʎ	3.059
Aromanian	('ʣ',)	Corsican	ɟ	2.133
Aromanian	('ʣ',)	Corsican	d	3.559
Aromanian	('ʤ',)	Corsican	ɟ	2.062
Aromanian	('ʤ',)	Corsican	ɡ	4.081
Aromanian	('ʦ',)	Corsican	ʧ	1.662
Aromanian	('ʦ',)	Corsican	t	3.186
Aromanian	('ʧ',)	Corsican	ʧ	2.862
Aromanian	('ʧ',)	Corsican	d	4.676
Aromanian	('ˈa',)	Corsican	ˈa	1.066
Aromanian	('ˈa',)	Corsican	ˈɛ	3.406
Aromanian	('ˈe',)	Corsican	ˈɛ	1.503
Aromanian	('ˈe',)	Corsican	ˈe	2.288
Aromanian	('ˈi',)	Corsican	ˈi	1.724
Aromanian	('ˈi',)	Corsican	ˈɛ	2.299
Aromanian	('ˈo',)	Corsican	ˈɔ	1.659
Aromanian	('ˈo',)	Corsican	ˈo	2.059
Aromanian	('ˈu',)	Corsican	ˈɔ	1.368
Aromanian	('ˈu',)	Corsican	ˈu	2.074
Aromanian	('ˈɨ',)	Corsican	ˈa	1.711
Aromanian	('ˈɨ',)	Corsican	ˈɔ	4.133
Aromanian	('-',)	Emilian	ʒ	4.923
Aromanian	('-',)	Emilian	-	4.923
Aromanian	('a',)	Emilian	-	2.804
Aromanian	('a',)	Emilian	f	4.104
Aromanian	('b',)	Emilian	b	2.654
Aromanian	('b',)	Emilian	v	3.795
Aromanian	('d',)	Emilian	d	1.668
Aromanian	('d',)	Emilian	-	3.526
Aromanian	('e',)	Emilian	l	3.53
Aromanian	('e',)	Emilian	-	4.047
Aromanian	('e̯a',)	Emilian	ˈiː	3.598
Aromanian	('e̯a',)	Emilian	ʒ	5.407
Aromanian	('e̯ˈa',)	Emilian	ˈɛ	2.382
Aromanian	('e̯ˈa',)	Emilian	ˈa	3.748
Aromanian	('f',)	Emilian	f	2.318
Aromanian	('i',)	Emilian	-	1.122
Aromanian	('i',)	Emilian	a	2.741
Aromanian	('j',)	Emilian	v	3.912
Aromanian	('j',)	Emilian	ˈe	4.171
Aromanian	('k',)	Emilian	k	2.094
Aromanian	('k',)	Emilian	-	2.309
Aromanian	('l',)	Emilian	l	1.69
Aromanian	('l',)	Emilian	-	3.87
Aromanian	('m',)	Emilian	m	1.968
Aromanian	('m',)	Emilian	-	3.153
Aromanian	('n',)	Emilian	n	1.009
Aromanian	('n',)	Emilian	-	3.635
Aromanian	('o̯ˈa',)	Emilian	ˈɔ	3.308
Aromanian	('o̯ˈa',)	Emilian	ˈɔː	3.316
Aromanian	('p',)	Emilian	-	2.538
Aromanian	('p',)	Emilian	p	2.541
Aromanian	('r',)	Emilian	r	1.499
Aromanian	('r',)	Emilian	-	2.786
Aromanian	('s',)	Emilian	s	1.369
Aromanian	('s',)	Emilian	-	3.857
Aromanian	('t',)	Emilian	t	1.344
Aromanian	('t',)	Emilian	-	3.578
Aromanian	('u',)	Emilian	-	1.747
Aromanian	('u',)	Emilian	r	3.701
Aromanian	('v',)	Emilian	v	2.392
Aromanian	('w',)	Emilian	ˈuː	3.732
Aromanian	('w',)	Emilian	l	3.736
Aromanian	('ç',)	Emilian	f	2.581
Aromanian	('ŋ',)	Emilian	n	3.041
Aromanian	('ə',)	Emilian	a	1.232
Aromanian	('ə',)	Emilian	-	2.535
Aromanian	('ɡ',)	Emilian	ɡ	3.121
Aromanian	('ɡ',)	Emilian	b	3.725
Aromanian	('ɨ',)	Emilian	ˈaː	3.976
Aromanian	('ɨ',)	Emilian	ʒ	5.269
Aromanian	('ʃ',)	Emilian	s	1.798
Aromanian	('ʃ',)	Emilian	d	4.72
Aromanian	('ʎ',)	Emilian	ʧ	2.141
Aromanian	('ʎ',)	Emilian	ˈɔː	3.383
Aromanian	('ʣ',)	Emilian	d	2.949
Aromanian	('ʣ',)	Emilian	-	3.315
Aromanian	('ʤ',)	Emilian	ɡ	3.787
Aromanian	('ʤ',)	Emilian	ʒ	5.338
Aromanian	('ʦ',)	Emilian	ʦ	3.258
Aromanian	('ʦ',)	Emilian	t	3.345
Aromanian	('ʧ',)	Emilian	-	3.991
Aromanian	('ʧ',)	Emilian	p	3.991
Aromanian	('ˈa',)	Emilian	ˈaː	2.767
Aromanian	('ˈa',)	Emilian	ˈɛː	2.814
Aromanian	('ˈe',)	Emilian	ˈa	2.831
Aromanian	('ˈe',)	Emilian	ˈɛ	4.044
Aromanian	('ˈi',)	Emilian	-	2.3
Aromanian	('ˈi',)	Emilian	j	2.426
Aromanian	('ˈo',)	Emilian	ˈɔː	2.551
Aromanian	('ˈo',)	Emilian	ˈʌ	4.141
Aromanian	('ˈu',)	Emilian	ˈo	2.632
Aromanian	('ˈu',)	Emilian	ˈɔː	3.667
Aromanian	('ˈɨ',)	Emilian	ˈaː	2.546
Aromanian	('ˈɨ',)	Emilian	ˈɔ	4.042
Aromanian	('-',)	Franco-Provençal	ʒ	5.121
Aromanian	('-',)	Franco-Provençal	ʣ	5.121
Aromanian	('a',)	Franco-Provençal	-	3.552
Aromanian	('a',)	Franco-Provençal	f	3.989
Aromanian	('b',)	Franco-Provençal	b	1.918
Aromanian	('b',)	Franco-Provençal	v	4.266
Aromanian	('d',)	Franco-Provençal	-	2.305
Aromanian	('d',)	Franco-Provençal	d	2.588
Aromanian	('e',)	Franco-Provençal	l	2.928
Aromanian	('e',)	Franco-Provençal	-	3.111
Aromanian	('e̯a',)	Franco-Provençal	a	3.505
Aromanian	('e̯a',)	Franco-Provençal	ˈeː	4.022
Aromanian	('e̯ˈa',)	Franco-Provençal	ˈɛ	1.75
Aromanian	('e̯ˈa',)	Franco-Provençal	ˈeː	3.134
Aromanian	('f',)	Franco-Provençal	f	1.588
Aromanian	('i',)	Franco-Provençal	-	1.057
Aromanian	('i',)	Franco-Provençal	ə	2.87
Aromanian	('j',)	Franco-Provençal	-	2.277
Aromanian	('j',)	Franco-Provençal	v	3.05
Aromanian	('k',)	Franco-Provençal	ʃ	2.185
Aromanian	('k',)	Franco-Provençal	-	2.797
Aromanian	('l',)	Franco-Provençal	l	1.228
Aromanian	('l',)	Franco-Provençal	-	2.886
Aromanian	('m',)	Franco-Provençal	m	1.831
Aromanian	('m',)	Franco-Provençal	-	1.962
Aromanian	('n',)	Franco-Provençal	-	1.327
Aromanian	('n',)	Franco-Provençal	n	1.437
Aromanian	('o',)	Franco-Provençal	ʒ	5.121
Aromanian	('o',)	Franco-Provençal	ʣ	5.121
Aromanian	('o̯ˈa',)	Franco-Provençal	w	3.017
Aromanian	('o̯ˈa',)	Franco-Provençal	ˈɑ̃	4.191
Aromanian	('p',)	Franco-Provençal	p	2.15
Aromanian	('p',)	Franco-Provençal	-	2.942
Aromanian	('r',)	Franco-Provençal	ʁ	0.767
Aromanian	('r',)	Franco-Provençal	l	3.198
Aromanian	('s',)	Franco-Provençal	s	1.556
Aromanian	('s',)	Franco-Provençal	ʃ	3.331
Aromanian	('t',)	Franco-Provençal	-	1.248
Aromanian	('t',)	Franco-Provençal	t	2.393
Aromanian	('u',)	Franco-Provençal	-	1.545
